S_HCM,I_HCM,R_HCM
999.000000000000000,1.000000000000000,0.000000000000000
997.501499999999965,1.998500000000000,0.500000000000000
994.493284851374938,4.007465148624999,1.499250000000000
988.445409375437293,8.051608050250168,3.502982574312500
976.304548643218368,16.166664757343970,7.528786599437584
952.107302703171854,32.280578318718540,15.612118978109569
904.765097139933232,63.482494722597920,31.752408137468841
815.864855228450665,120.641489272781499,63.493655498767801
662.684177264513210,213.501422600328198,123.814400135158550
440.849690842660493,328.585197722016858,230.565111435322649
210.854751649260351,394.287538054408628,394.857710296331106
75.445093473111200,332.553427203353465,592.001479323535477
32.302594284328038,209.419212790459909,758.278192925212238
19.593957524840484,117.418243154717501,862.987799320442150
14.835813332390149,63.467265769809082,921.696920897800851
12.683637669754262,33.885808547540435,953.430553782705374
11.582725079105000,18.043816864419483,970.373458056475556
10.972348669809580,9.632284841505161,979.395366488685340
10.614450238907381,5.174040851654780,984.211508909437953
10.395711829051875,2.805758835682895,986.798529335265357
10.257676230670711,1.540915016222612,988.201408753106762
10.168345916145428,0.859787822636589,988.971866261218111
10.109374375541860,0.488865451921863,989.401760172536456
10.069832476982080,0.283974624520710,989.646192898497361
10.042995905214484,0.168823884027952,989.788180210757673
10.024612376692572,0.102795470535888,989.872592152771631
10.011930201578613,0.064079910381903,989.923989888039614
10.003134605316818,0.040835551452747,989.956029843230567
9.997010231068993,0.026542149974199,989.976447618956968
9.992733215030311,0.017548091025781,989.989718693944042
9.989739779855627,0.011767480687575,989.998492739456879
9.987641323875515,0.007982196323900,990.004376479800612
9.986168516335409,0.005463905702056,990.008367577962531
9.985133918811247,0.003766550375191,990.011099530813567
9.984406683037882,0.002610510960959,990.012982806001219
9.983895256672788,0.001816681845574,990.014288061481693
9.983535473788418,0.001268123807156,990.015196402404513
9.983282306638351,0.000887229053645,990.015830464308124
9.983104128537899,0.000621792627274,990.016274078834954
9.982978710524508,0.000436314327029,990.016584975148589
9.982890421159704,0.000306446528318,990.016803132312134
9.982828264419238,0.000215380004626,990.016956355576326
9.982784503039239,0.000151451382312,990.017064045578650
9.982753691701141,0.000106537029254,990.017139771269854
9.982731997564278,0.000074962651491,990.017193039784502
9.982716722495995,0.000052756394028,990.017230521110264
9.982705966998525,0.000037133694485,990.017256899307313
9.982698393742494,0.000026140103274,990.017275466154501
9.982693061151410,0.000018402642720,990.017288536206138
9.982689306267728,0.000012956205042,990.017297737527542
9.982686662297453,0.000009122072796,990.017304215630020
9.982684800561787,0.000006422772064,990.017308776666368
9.982683489628862,0.000004522318957,990.017311988052370
9.982682566539690,0.000003184248650,990.017314249211836
9.982681916548639,0.000002242115375,990.017315841336199
9.982681458858570,0.000001578747757,990.017316962393920
9.982681136576691,0.000001111655758,990.017317751767791
9.982680909642205,0.000000782762364,990.017318307595701
9.982680749846443,0.000000551176944,990.017318698976851
9.982680637326338,0.000000388108578,990.017318974565342
9.982680558095348,0.000000273285279,990.017319168619679
9.982680502304868,0.000000192433120,990.017319305262276
9.982680463020012,0.000000135501415,990.017319401478858
9.982680435357587,0.000000095413133,990.017319469229619
9.982680415879093,0.000000067185060,990.017319516936141
9.982680402163314,0.000000047308309,990.017319550528669
9.982680392505349,0.000000033312120,990.017319574182807
9.982680385704693,0.000000023456716,990.017319590838838
9.982680380916012,0.000000016517039,990.017319602567227
9.982680377544062,0.000000011630470,990.017319610825780
9.982680375169704,0.000000008189593,990.017319616640975
9.982680373497798,0.000000005766701,990.017319620735748
9.982680372320527,0.000000004060622,990.017319623619073
9.982680371491551,0.000000002859287,990.017319625649407
9.982680370907827,0.000000002013367,990.017319627079019
9.982680370496798,0.000000001417712,990.017319628085716
9.982680370207373,0.000000000998282,990.017319628794553
9.982680370003573,0.000000000702940,990.017319629293638
9.982680369860068,0.000000000494975,990.017319629645158
9.982680369759018,0.000000000348537,990.017319629892654
9.982680369687865,0.000000000245422,990.017319630066936
9.982680369637762,0.000000000172814,990.017319630189604
9.982680369602482,0.000000000121687,990.017319630276006
9.982680369577640,0.000000000085686,990.017319630336829
9.982680369560146,0.000000000060336,990.017319630379689
9.982680369547829,0.000000000042485,990.017319630409816
9.982680369539155,0.000000000029916,990.017319630431075
9.982680369533048,0.000000000021065,990.017319630446082
9.982680369528747,0.000000000014833,990.017319630456655
9.982680369525719,0.000000000010445,990.017319630464044
9.982680369523587,0.000000000007355,990.017319630469274
9.982680369522086,0.000000000005179,990.017319630472912
9.982680369521029,0.000000000003647,990.017319630475527
9.982680369520285,0.000000000002568,990.017319630477346
9.982680369519761,0.000000000001808,990.017319630478596
9.982680369519391,0.000000000001273,990.017319630479506
9.982680369519132,0.000000000000897,990.017319630480188
9.982680369518949,0.000000000000631,990.017319630480642
9.982680369518819,0.000000000000445,990.017319630480984
9.982680369518729,0.000000000000313,990.017319630481211
